order_id,customer_name,age,country,city,category,product_price,quantity,discount_percent,payment_method,order_status,order_date,rating,total_amount
ORD0048,Customer_48,43.0,India,Dubai,Sports,4601.92,4,0.0,UPI,Delivered,2023-01-24,5,18407.68
ORD0049,Customer_49,19.0,Canada,Dubai,Food,5204.4,9,15.0,Cash,Returned,2023-01-25,4,39813.66
ORD0050,Customer_50,37.0,Canada,Tokyo,Sports,4939.58,4,5.0,Credit Card,Pending,2023-01-25,3,18770.4
ORD0051,Customer_51,45.0,Brazil,New York,Clothing,6701.96,1,10.0,Credit Card,Delivered,2023-01-26,4,6031.76
ORD0052,Customer_52,64.0,UK,São Paulo,Electronics,1482.55,7,0.0,Debit Card,Delivered,2023-01-26,5,10377.85
ORD0053,Customer_53,24.0,Brazil,Mumbai,Food,396.74,7,5.0,Cash,Pending,2023-01-27,4,2638.32
ORD0054,Customer_54,61.0,India,Tokyo,Home,3148.51,4,20.0,Net Banking,Cancelled,2023-01-27,4,10075.23
ORD0055,Customer_55,25.0,India,Berlin,Home,7076.34,3,0.0,Cash,Returned,2023-01-28,5,21229.02
ORD0056,Customer_56,64.0,Germany,Berlin,Clothing,2098.35,8,5.0,Debit Card,Delivered,2023-01-28,4,15947.46
ORD0057,Customer_57,52.0,Brazil,Paris,Clothing,6766.98,5,5.0,Cash,Delivered,2023-01-29,5,32143.15
ORD0058,Customer_58,31.0,Australia,Tokyo,Toys,9702.13,7,10.0,Cash,Cancelled,2023-01-29,4,61123.42
ORD0059,Customer_59,34.0,UK,Paris,Food,1029.62,4,10.0,Debit Card,Cancelled,2023-01-30,4,3706.63
ORD0060,Customer_60,53.0,India,Tokyo,Sports,6758.76,4,20.0,Credit Card,Delivered,2023-01-30,4,21628.03
ORD0061,Customer_61,57.0,Germany,Dubai,Beauty,4493.13,8,5.0,Net Banking,Delivered,2023-01-31,5,34147.79
ORD0062,Customer_62,21.0,Brazil,Mumbai,Home,8694.61,8,25.0,Debit Card,Delivered,2023-01-31,2,52167.66
ORD0063,Customer_63,19.0,UK,Dubai,Home,1853.78,2,5.0,UPI,Delivered,2023-02-01,3,3522.18
ORD0064,Customer_64,23.0,Brazil,São Paulo,Clothing,6957.0,2,10.0,Credit Card,Delivered,2023-02-01,,12522.6
ORD0065,Customer_65,59.0,Canada,Sydney,Books,8397.34,3,25.0,UPI,Pending,2023-02-02,3,18894.02
ORD0066,Customer_66,21.0,Germany,London,Clothing,9451.68,3,0.0,Credit Card,Delivered,2023-02-02,4,28355.04
ORD0067,Customer_67,46.0,UK,Tokyo,Beauty,6864.16,1,,Net Banking,Returned,2023-02-03,4,6864.16
ORD0068,Customer_68,35.0,UAE,São Paulo,Sports,5022.03,3,15.0,Net Banking,Delivered,2023-02-03,4,12806.18
ORD0069,Customer_69,43.0,France,Sydney,Sports,6216.69,6,,Cash,Cancelled,2023-02-04,5,37300.14
ORD0070,Customer_70,61.0,France,Toronto,Books,8702.16,8,15.0,UPI,Pending,2023-02-04,3,59174.69
ORD0071,Customer_71,51.0,UK,Mumbai,Home,5749.04,6,25.0,Credit Card,Delivered,2023-02-05,4,25870.68
ORD0072,Customer_72,27.0,Brazil,Paris,Clothing,400.83,5,10.0,Net Banking,Delivered,2023-02-05,4,1803.74
ORD0073,Customer_73,53.0,Germany,Paris,Toys,9316.39,4,20.0,Debit Card,Delivered,2023-02-06,5,29812.45
ORD0074,Customer_74,31.0,France,Dubai,Sports,6926.31,3,5.0,Net Banking,Delivered,2023-02-06,3,19739.98
ORD0075,Customer_75,48.0,Germany,Berlin,Beauty,6797.48,4,20.0,Debit Card,Cancelled,2023-02-07,4,21751.94
ORD0076,Customer_76,32.0,France,Sydney,Food,2235.18,7,25.0,Credit Card,Returned,2023-02-07,3,11734.7
ORD0077,Customer_77,25.0,Canada,Toronto,Electronics,6622.97,1,10.0,Net Banking,Delivered,2023-02-08,3,5960.67
ORD0078,Customer_78,31.0,Brazil,São Paulo,Electronics,3999.26,7,25.0,Net Banking,Delivered,2023-02-08,3,20996.12
ORD0079,Customer_79,40.0,Canada,Mumbai,Electronics,6547.21,1,5.0,Credit Card,Delivered,2023-02-09,3,6219.85
ORD0080,Customer_80,57.0,France,Sydney,Toys,1155.27,2,0.0,Net Banking,Cancelled,2023-02-09,5,2310.54
ORD0081,Customer_81,38.0,UAE,Toronto,Home,6612.67,4,0.0,Debit Card,Delivered,2023-02-10,4,26450.68
ORD0082,Customer_82,33.0,UAE,London,Clothing,9994.2,1,25.0,Net Banking,Delivered,2023-02-10,5,7495.65
ORD0083,Customer_83,62.0,Canada,Tokyo,Books,577.3,9,15.0,UPI,Delivered,2023-02-11,,4416.34
ORD0084,Customer_84,35.0,UAE,Paris,Toys,9774.02,6,10.0,Cash,Delivered,2023-02-11,4,52779.71
ORD0085,Customer_85,64.0,France,São Paulo,Toys,4128.39,1,10.0,Debit Card,Delivered,2023-02-12,3,3715.55
ORD0086,Customer_86,41.0,UK,Paris,Sports,8720.46,1,0.0,UPI,Cancelled,2023-02-12,4,8720.46
ORD0087,Customer_87,43.0,Canada,São Paulo,Food,7845.62,6,20.0,Credit Card,Delivered,2023-02-13,5,37658.98
ORD0088,Customer_88,42.0,USA,Dubai,Toys,5713.46,4,5.0,Debit Card,Delivered,2023-02-13,4,21711.15
ORD0089,Customer_89,62.0,Brazil,Berlin,Beauty,7410.65,4,20.0,Cash,Returned,2023-02-14,2,23714.08
ORD0090,Customer_90,58.0,UAE,São Paulo,Food,8797.3,6,20.0,Cash,Cancelled,2023-02-14,4,42227.04
ORD0091,Customer_91,46.0,UAE,Paris,Beauty,4100.99,7,25.0,Credit Card,Delivered,2023-02-15,5,21530.2
ORD0092,Customer_92,32.0,India,Dubai,Home,3337.63,9,0.0,Credit Card,Delivered,2023-02-15,5,30038.67
ORD0093,Customer_93,62.0,Australia,São Paulo,Clothing,6709.17,5,0.0,Debit Card,Delivered,2023-02-16,3,33545.85
ORD0094,Customer_94,18.0,Canada,London,Electronics,8097.67,9,0.0,Net Banking,Delivered,2023-02-16,5,72879.03
ORD0095,Customer_95,42.0,Japan,Berlin,Toys,7646.62,4,25.0,Credit Card,Delivered,2023-02-17,3,22939.86
ORD0096,Customer_96,24.0,UAE,São Paulo,Clothing,7998.36,2,15.0,Net Banking,Delivered,2023-02-17,3,13597.21
ORD0097,Customer_97,26.0,Brazil,Dubai,Home,4412.27,3,20.0,UPI,Delivered,2023-02-18,5,10589.45
ORD0098,Customer_98,41.0,USA,Sydney,Books,8196.56,1,25.0,Cash,Cancelled,2023-02-18,3,6147.42
ORD0099,Customer_99,18.0,UAE,New York,Books,1290.07,6,10.0,Net Banking,Delivered,2023-02-19,3,6966.38
ORD0100,Customer_100,61.0,USA,Toronto,Home,5490.44,6,5.0,Cash,Cancelled,2023-02-19,1,31295.51
ORD0101,Customer_101,25.0,France,New York,Beauty,157.01,1,15.0,Net Banking,Delivered,2023-02-20,5,133.46
ORD0102,Customer_102,41.0,France,New York,Sports,3313.4,3,10.0,UPI,Pending,2023-02-20,5,8946.18
ORD0103,Customer_103,28.0,Australia,Mumbai,Sports,3727.97,5,20.0,Credit Card,Returned,2023-02-21,4,14911.88
ORD0104,Customer_104,34.0,UK,London,Beauty,4022.11,3,0.0,UPI,Returned,2023-02-21,5,12066.33
ORD0105,Customer_105,25.0,Japan,Sydney,Books,6985.13,3,20.0,Credit Card,Returned,2023-02-22,3,16764.31
ORD0106,Customer_106,52.0,India,Tokyo,Books,3946.73,3,25.0,Credit Card,Pending,2023-02-22,4,8880.14
ORD0107,Customer_107,52.0,Australia,São Paulo,Toys,4542.07,5,5.0,Cash,Delivered,2023-02-23,4,21574.83
ORD0108,Customer_108,50.0,Germany,Toronto,Books,2451.69,5,25.0,UPI,Delivered,2023-02-23,2,9193.84
ORD0109,Customer_109,22.0,India,Berlin,Clothing,3795.19,4,15.0,Net Banking,Delivered,2023-02-24,4,12903.65
ORD0110,Customer_110,59.0,Canada,Sydney,Books,2349.97,1,15.0,UPI,Cancelled,2023-02-24,5,1997.47
ORD0111,Customer_111,56.0,Brazil,Paris,Food,824.64,5,5.0,Cash,Cancelled,2023-02-25,1,3917.04
ORD0112,Customer_112,58.0,Germany,Tokyo,Toys,6074.14,5,10.0,Credit Card,Delivered,2023-02-25,4,27333.63
ORD0113,Customer_113,45.0,Germany,Mumbai,Electronics,6715.31,4,10.0,Cash,Delivered,2023-02-26,3,24175.12
ORD0114,Customer_114,24.0,Australia,Mumbai,Books,6232.95,6,15.0,Debit Card,Delivered,2023-02-26,3,31788.04
ORD0115,Customer_115,26.0,UK,Sydney,Beauty,4688.59,4,15.0,Debit Card,Pending,2023-02-27,5,15941.21
ORD0116,Customer_116,25.0,Australia,Dubai,Electronics,3859.88,7,0.0,Net Banking,Delivered,2023-02-27,4,27019.16
ORD0117,Customer_117,29.0,Canada,New York,Clothing,8647.0,7,10.0,Cash,Delivered,2023-02-28,4,54476.1
ORD0118,Customer_118,51.0,UAE,Paris,Beauty,5238.91,2,5.0,Net Banking,Delivered,2023-02-28,5,9953.93
ORD0119,Customer_119,50.0,UAE,Mumbai,Electronics,4843.9,3,10.0,Net Banking,Delivered,2023-03-01,3,13078.53
ORD0120,Customer_120,40.0,UK,Toronto,Beauty,353.86,1,0.0,Debit Card,Returned,2023-03-01,4,353.86
ORD0121,Customer_121,41.0,Canada,Mumbai,Clothing,3478.35,8,25.0,Net Banking,Cancelled,2023-03-02,4,20870.1
ORD0122,Customer_122,54.0,UK,Berlin,Toys,3863.94,9,15.0,Debit Card,Cancelled,2023-03-02,4,29559.14
ORD0123,Customer_123,52.0,USA,São Paulo,Food,4048.35,4,15.0,Credit Card,Delivered,2023-03-03,,13764.39
ORD0124,Customer_124,61.0,UAE,Mumbai,Clothing,5843.71,6,0.0,Cash,Delivered,2023-03-03,5,35062.26
ORD0125,Customer_125,57.0,Germany,Berlin,Clothing,5382.67,9,5.0,Net Banking,Delivered,2023-03-04,4,46021.83
ORD0126,Customer_126,39.0,Japan,Sydney,Beauty,6118.26,6,15.0,Debit Card,Cancelled,2023-03-04,5,31203.13
ORD0127,Customer_127,44.0,Brazil,Sydney,Toys,7672.34,9,20.0,UPI,Delivered,2023-03-05,3,55240.85
ORD0128,Customer_128,52.0,Canada,Tokyo,Home,8148.56,4,15.0,Net Banking,Delivered,2023-03-05,1,27705.1
ORD0129,Customer_129,18.0,India,Mumbai,Sports,7209.42,8,20.0,Credit Card,Delivered,2023-03-06,3,46140.29
ORD0130,Customer_130,52.0,UK,Toronto,Books,9559.68,9,0.0,Credit Card,Pending,2023-03-06,4,86037.12
ORD0131,Customer_131,54.0,Brazil,Mumbai,Books,280.5,4,0.0,UPI,Delivered,2023-03-07,4,1122.0
ORD0132,Customer_132,64.0,India,Toronto,Food,2038.2,5,15.0,Debit Card,Returned,2023-03-07,4,8662.35
ORD0133,Customer_133,31.0,Brazil,London,Food,174.87,8,10.0,Net Banking,Delivered,2023-03-08,5,1259.06
ORD0134,Customer_134,20.0,Japan,Tokyo,Books,6510.0,6,20.0,Debit Card,Delivered,2023-03-08,4,31248.0
ORD0135,Customer_135,18.0,India,London,Sports,8990.5,7,5.0,Credit Card,Delivered,2023-03-09,4,59786.82
ORD0136,Customer_136,22.0,Australia,Mumbai,Books,2510.47,3,15.0,Debit Card,Delivered,2023-03-09,2,6401.7
ORD0137,Customer_137,43.0,France,Tokyo,Home,9277.64,7,5.0,Credit Card,Delivered,2023-03-10,1,61696.31
ORD0138,Customer_138,31.0,Australia,London,Sports,696.65,8,15.0,Debit Card,Delivered,2023-03-10,4,4737.22
ORD0139,Customer_139,,UAE,New York,Food,9350.92,6,10.0,UPI,Delivered,2023-03-11,4,50494.97
ORD0140,Customer_140,44.0,France,Mumbai,Electronics,3581.06,9,10.0,Cash,Pending,2023-03-11,5,29006.59
ORD0141,Customer_141,26.0,Australia,London,Beauty,1104.07,6,10.0,UPI,Delivered,2023-03-12,3,5961.98
ORD0142,Customer_142,32.0,France,New York,Home,4910.13,9,25.0,UPI,Cancelled,2023-03-12,1,33143.38
ORD0143,Customer_143,32.0,France,New York,Home,2642.09,4,10.0,Cash,Delivered,2023-03-13,,9511.52
ORD0144,Customer_144,43.0,Germany,Sydney,Toys,2920.24,8,0.0,Cash,Cancelled,2023-03-13,3,23361.92
ORD0145,Customer_145,59.0,UK,Mumbai,Food,3142.17,4,0.0,Net Banking,Delivered,2023-03-14,,12568.68
ORD0146,Customer_146,30.0,UK,New York,Food,8049.96,2,25.0,Net Banking,Delivered,2023-03-14,5,12074.94
ORD0147,Customer_147,49.0,Germany,Sydney,Clothing,5437.7,9,20.0,UPI,Delivered,2023-03-15,2,39151.44
ORD0148,Customer_148,56.0,Brazil,London,Home,3181.95,5,5.0,UPI,Delivered,2023-03-15,4,15114.26
ORD0149,Customer_149,49.0,USA,Berlin,Clothing,6142.3,4,15.0,Credit Card,Delivered,2023-03-16,4,20883.82
ORD0150,Customer_150,21.0,Brazil,Mumbai,Clothing,7189.89,2,15.0,Credit Card,Cancelled,2023-03-16,3,12222.81
ORD0151,Customer_151,47.0,India,Tokyo,Beauty,2798.98,1,25.0,Net Banking,Returned,2023-03-17,4,2099.24
ORD0152,Customer_152,54.0,India,Toronto,Clothing,4194.14,7,0.0,Net Banking,Returned,2023-03-17,5,29358.98
ORD0153,Customer_153,40.0,France,Toronto,Sports,1306.67,6,15.0,Credit Card,Cancelled,2023-03-18,4,6664.02
ORD0154,Customer_154,56.0,Australia,London,Books,1893.38,2,0.0,Credit Card,Delivered,2023-03-18,5,3786.76
ORD0155,Customer_155,62.0,Australia,Dubai,Electronics,6843.07,8,20.0,Debit Card,Delivered,2023-03-19,2,43795.65
ORD0156,Customer_156,32.0,UK,Dubai,Food,1896.24,4,5.0,Debit Card,Delivered,2023-03-19,5,7205.71
ORD0157,Customer_157,60.0,Canada,London,Sports,5299.12,8,20.0,Credit Card,Delivered,2023-03-20,,33914.37
ORD0158,Customer_158,46.0,Brazil,New York,Electronics,7119.56,7,25.0,Debit Card,Delivered,2023-03-20,5,37377.69
ORD0159,Customer_159,53.0,UAE,Mumbai,Home,1158.08,5,10.0,Cash,Delivered,2023-03-21,4,5211.36
ORD0160,Customer_160,30.0,Japan,Toronto,Home,5716.39,8,10.0,Net Banking,Delivered,2023-03-21,5,41158.01
ORD0161,Customer_161,49.0,Australia,Toronto,Home,2639.97,9,10.0,Net Banking,Delivered,2023-03-22,4,21383.76
ORD0162,Customer_162,24.0,Japan,New York,Sports,9632.98,5,20.0,Credit Card,Returned,2023-03-22,2,38531.92
ORD0163,Customer_163,39.0,France,Toronto,Sports,4887.1,5,15.0,UPI,Cancelled,2023-03-23,1,20770.18
ORD0164,Customer_164,45.0,Japan,Tokyo,Food,8079.33,2,5.0,Credit Card,Delivered,2023-03-23,5,15350.73
ORD0165,Customer_165,19.0,UAE,Mumbai,Books,5547.24,5,10.0,Debit Card,Returned,2023-03-24,4,24962.58
ORD0166,Customer_166,59.0,Germany,São Paulo,Toys,529.78,3,25.0,UPI,Pending,2023-03-24,5,1192.0
ORD0167,Customer_167,62.0,UAE,Toronto,Clothing,6368.2,7,25.0,Debit Card,Delivered,2023-03-25,3,33433.05
ORD0168,Customer_168,23.0,Japan,London,Home,9518.89,5,10.0,Cash,Delivered,2023-03-25,4,42835.0
ORD0169,Customer_169,45.0,UAE,Tokyo,Beauty,6055.96,8,10.0,Debit Card,Delivered,2023-03-26,1,43602.91
ORD0170,Customer_170,45.0,USA,Toronto,Books,8209.97,1,5.0,Cash,Pending,2023-03-26,,7799.47
ORD0171,Customer_171,61.0,France,Tokyo,Beauty,8853.64,3,10.0,Cash,Returned,2023-03-27,5,23904.83
ORD0172,Customer_172,61.0,Brazil,Sydney,Food,2357.99,3,5.0,Debit Card,Delivered,2023-03-27,,6720.27
ORD0173,Customer_173,37.0,Germany,São Paulo,Food,2199.24,9,25.0,Debit Card,Delivered,2023-03-28,3,14844.87
ORD0174,Customer_174,47.0,Australia,Paris,Food,6148.71,5,10.0,Cash,Delivered,2023-03-28,4,27669.2
ORD0175,Customer_175,28.0,India,London,Electronics,4169.18,9,20.0,UPI,Delivered,2023-03-29,5,30018.1
ORD0176,Customer_176,45.0,Brazil,London,Beauty,8414.63,9,20.0,Cash,Delivered,2023-03-29,4,60585.34
ORD0177,Customer_177,42.0,India,Mumbai,Books,9010.23,1,25.0,Net Banking,Returned,2023-03-30,5,6757.67
ORD0178,Customer_178,56.0,France,Tokyo,Toys,3598.87,2,5.0,Cash,Cancelled,2023-03-30,5,6837.85
ORD0179,Customer_179,50.0,Germany,New York,Books,2445.02,5,20.0,UPI,Returned,2023-03-31,5,9780.08
ORD0180,Customer_180,18.0,UK,London,Sports,7827.2,4,5.0,Net Banking,Returned,2023-03-31,5,29743.36
ORD0181,Customer_181,44.0,Australia,Tokyo,Sports,2820.58,9,20.0,Credit Card,Cancelled,2023-04-01,3,20308.18
ORD0182,Customer_182,30.0,USA,Tokyo,Home,8243.88,7,20.0,Credit Card,Delivered,2023-04-01,4,46165.73
ORD0183,Customer_183,58.0,UK,Berlin,Toys,4295.01,6,5.0,UPI,Delivered,2023-04-02,,24481.56
ORD0184,Customer_184,20.0,France,Berlin,Sports,6708.74,7,15.0,Cash,Delivered,2023-04-02,1,39917.0
ORD0185,Customer_185,56.0,Brazil,Paris,Food,1045.8,1,20.0,Debit Card,Cancelled,2023-04-03,5,836.64
ORD0186,Customer_186,23.0,USA,Sydney,Books,6276.21,1,10.0,UPI,Delivered,2023-04-03,,5648.59
ORD0187,Customer_187,25.0,UAE,Paris,Beauty,4572.5,8,25.0,Net Banking,Cancelled,2023-04-04,4,27435.0
ORD0188,Customer_188,44.0,Japan,Toronto,Food,5907.42,2,15.0,Net Banking,Delivered,2023-04-04,,10042.61
ORD0189,Customer_189,26.0,USA,New York,Electronics,1763.34,9,5.0,Credit Card,Delivered,2023-04-05,4,15076.56
ORD0190,Customer_190,54.0,France,Toronto,Sports,7395.05,7,15.0,Net Banking,Delivered,2023-04-05,4,44000.55
ORD0191,Customer_191,50.0,Canada,Dubai,Food,8641.69,6,0.0,UPI,Delivered,2023-04-06,2,51850.14
ORD0192,Customer_192,59.0,Japan,Toronto,Food,2245.72,1,0.0,Net Banking,Cancelled,2023-04-06,4,2245.72
ORD0193,Customer_193,61.0,India,Mumbai,Electronics,1047.57,1,20.0,UPI,Cancelled,2023-04-07,3,838.06
ORD0194,Customer_194,41.0,Australia,Toronto,Clothing,334.02,2,20.0,Debit Card,Delivered,2023-04-07,4,534.43
ORD0195,Customer_195,32.0,India,Paris,Books,6455.52,6,10.0,Credit Card,Delivered,2023-04-08,5,34859.81
ORD0196,Customer_196,,USA,London,Beauty,6110.23,6,25.0,Net Banking,Delivered,2023-04-08,5,27496.03
ORD0197,Customer_197,49.0,India,London,Home,5512.3,2,15.0,UPI,Delivered,2023-04-09,3,9370.91
ORD0198,Customer_198,41.0,France,Berlin,Clothing,2396.28,1,0.0,Cash,Delivered,2023-04-09,4,2396.28
ORD0199,Customer_199,58.0,UAE,New York,Sports,3969.97,5,20.0,Credit Card,Returned,2023-04-10,5,15879.88
ORD0200,Customer_200,29.0,Brazil,New York,Food,5985.32,5,25.0,Debit Card,Delivered,2023-04-10,2,22444.95
ORD0201,Customer_201,56.0,Australia,Mumbai,Toys,5017.99,2,15.0,UPI,Delivered,2023-04-11,2,8530.58
ORD0202,Customer_202,19.0,India,Paris,Electronics,9879.08,6,20.0,Debit Card,Delivered,2023-04-11,3,47419.58
ORD0203,Customer_203,20.0,India,Berlin,Electronics,1450.75,9,,Debit Card,Delivered,2023-04-12,4,13056.75
ORD0204,Customer_204,54.0,USA,Dubai,Toys,6981.93,2,0.0,Net Banking,Delivered,2023-04-12,3,13963.86
ORD0205,Customer_205,,Brazil,New York,Books,4102.76,2,0.0,Net Banking,Delivered,2023-04-13,,8205.52
ORD0206,Customer_206,19.0,UK,London,Clothing,4339.18,3,20.0,UPI,Delivered,2023-04-13,4,10414.03
ORD0207,Customer_207,19.0,India,Toronto,Home,7204.22,7,5.0,Cash,Delivered,2023-04-14,4,47908.06
ORD0208,Customer_208,45.0,France,Toronto,Books,6955.12,6,20.0,UPI,Delivered,2023-04-14,3,33384.58
ORD0209,Customer_209,40.0,Canada,Berlin,Toys,9913.43,8,25.0,Cash,Delivered,2023-04-15,4,59480.58
ORD0210,Customer_210,54.0,Australia,Paris,Food,1371.1,8,20.0,Debit Card,Delivered,2023-04-15,5,8775.04
ORD0211,Customer_211,49.0,India,Paris,Toys,1130.69,6,10.0,Credit Card,Pending,2023-04-16,5,6105.73
ORD0212,Customer_212,50.0,France,Sydney,Books,7270.95,3,10.0,UPI,Delivered,2023-04-16,5,19631.56
ORD0213,Customer_213,18.0,France,São Paulo,Beauty,5826.03,3,10.0,UPI,Delivered,2023-04-17,4,15730.28
ORD0214,Customer_214,36.0,Australia,New York,Electronics,2814.19,1,5.0,Cash,Delivered,2023-04-17,5,2673.48
ORD0215,Customer_215,19.0,UK,Paris,Electronics,886.25,7,5.0,Debit Card,Delivered,2023-04-18,5,5893.56
ORD0216,Customer_216,61.0,France,London,Sports,948.02,5,20.0,Debit Card,Delivered,2023-04-18,5,3792.08
ORD0217,Customer_217,43.0,Canada,Berlin,Sports,8952.49,4,10.0,Cash,Cancelled,2023-04-19,2,32228.96
ORD0218,Customer_218,49.0,France,Dubai,Toys,1999.49,4,5.0,Debit Card,Cancelled,2023-04-19,1,7598.06
ORD0219,Customer_219,23.0,France,Sydney,Home,3301.38,4,0.0,Net Banking,Delivered,2023-04-20,3,13205.52
ORD0220,Customer_220,49.0,France,Tokyo,Food,2343.9,6,20.0,Credit Card,Delivered,2023-04-20,5,11250.72
